Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M25/5231B,29/01/2023 00:00:00,00:14:00,0,84,24,6,9,,,,,,,,,,,,,,,65,123
M25/5231B,29/01/2023 00:00:00,00:29:00,1,79,16,0,9,,,,,,,,,,,,,,,66,104
M25/5231B,29/01/2023 00:00:00,00:44:00,2,69,16,2,7,,,,,,,,,,,,,,,67,94
M25/5231B,29/01/2023 00:00:00,00:59:00,3,47,17,6,6,,,,,,,,,,,,,,,65,76
M25/5231B,29/01/2023 00:00:00,01:14:00,4,59,13,2,9,,,,,,,,,,,,,,,65,83
M25/5231B,29/01/2023 00:00:00,01:29:00,5,52,15,2,5,,,,,,,,,,,,,,,66,74
M25/5231B,29/01/2023 00:00:00,01:44:00,6,34,15,2,6,,,,,,,,,,,,,,,65,57
M25/5231B,29/01/2023 00:00:00,01:59:00,7,30,6,1,7,,,,,,,,,,,,,,,64,44
M25/5231B,29/01/2023 00:00:00,02:14:00,8,17,4,1,9,,,,,,,,,,,,,,,59,31
M25/5231B,29/01/2023 00:00:00,02:29:00,9,17,3,2,7,,,,,,,,,,,,,,,61,29
M25/5231B,29/01/2023 00:00:00,02:44:00,10,15,3,4,11,,,,,,,,,,,,,,,60,33
M25/5231B,29/01/2023 00:00:00,02:59:00,11,9,3,0,6,,,,,,,,,,,,,,,63,18
M25/5231B,29/01/2023 00:00:00,03:14:00,12,21,12,4,8,,,,,,,,,,,,,,,64,45
M25/5231B,29/01/2023 00:00:00,03:29:00,13,18,2,3,6,,,,,,,,,,,,,,,62,29
M25/5231B,29/01/2023 00:00:00,03:44:00,14,13,5,2,2,,,,,,,,,,,,,,,65,22
M25/5231B,29/01/2023 00:00:00,03:59:00,15,19,6,0,9,,,,,,,,,,,,,,,63,34
M25/5231B,29/01/2023 00:00:00,04:14:00,16,14,6,2,11,,,,,,,,,,,,,,,62,33
M25/5231B,29/01/2023 00:00:00,04:29:00,17,18,6,3,6,,,,,,,,,,,,,,,64,33
M25/5231B,29/01/2023 00:00:00,04:44:00,18,29,13,0,5,,,,,,,,,,,,,,,66,47
M25/5231B,29/01/2023 00:00:00,04:59:00,19,33,11,1,8,,,,,,,,,,,,,,,65,53
M25/5231B,29/01/2023 00:00:00,05:14:00,20,45,16,2,8,,,,,,,,,,,,,,,65,71
M25/5231B,29/01/2023 00:00:00,05:29:00,21,50,25,6,5,,,,,,,,,,,,,,,67,86
M25/5231B,29/01/2023 00:00:00,05:44:00,22,48,25,2,6,,,,,,,,,,,,,,,66,81
M25/5231B,29/01/2023 00:00:00,05:59:00,23,61,40,3,9,,,,,,,,,,,,,,,66,113
M25/5231B,29/01/2023 00:00:00,06:14:00,24,70,30,5,8,,,,,,,,,,,,,,,67,113
M25/5231B,29/01/2023 00:00:00,06:29:00,25,69,37,10,10,,,,,,,,,,,,,,,66,126
M25/5231B,29/01/2023 00:00:00,06:44:00,26,100,46,8,8,,,,,,,,,,,,,,,66,162
M25/5231B,29/01/2023 00:00:00,06:59:00,27,86,53,9,13,,,,,,,,,,,,,,,65,161
M25/5231B,29/01/2023 00:00:00,07:14:00,28,90,49,13,8,,,,,,,,,,,,,,,66,160
M25/5231B,29/01/2023 00:00:00,07:29:00,29,104,50,8,8,,,,,,,,,,,,,,,67,170
M25/5231B,29/01/2023 00:00:00,07:44:00,30,112,54,19,6,,,,,,,,,,,,,,,67,191
M25/5231B,29/01/2023 00:00:00,07:59:00,31,110,42,9,3,,,,,,,,,,,,,,,68,164
M25/5231B,29/01/2023 00:00:00,08:14:00,32,123,65,11,8,,,,,,,,,,,,,,,67,207
M25/5231B,29/01/2023 00:00:00,08:29:00,33,156,63,8,9,,,,,,,,,,,,,,,67,236
M25/5231B,29/01/2023 00:00:00,08:44:00,34,172,69,11,13,,,,,,,,,,,,,,,67,265
M25/5231B,29/01/2023 00:00:00,08:59:00,35,182,55,6,10,,,,,,,,,,,,,,,67,253
M25/5231B,29/01/2023 00:00:00,09:14:00,36,210,67,15,7,,,,,,,,,,,,,,,67,299
M25/5231B,29/01/2023 00:00:00,09:29:00,37,221,67,9,10,,,,,,,,,,,,,,,67,307
M25/5231B,29/01/2023 00:00:00,09:44:00,38,289,60,8,9,,,,,,,,,,,,,,,67,366
M25/5231B,29/01/2023 00:00:00,09:59:00,39,290,79,8,13,,,,,,,,,,,,,,,67,390
M25/5231B,29/01/2023 00:00:00,10:14:00,40,337,75,14,13,,,,,,,,,,,,,,,67,439
M25/5231B,29/01/2023 00:00:00,10:29:00,41,301,72,9,5,,,,,,,,,,,,,,,67,387
M25/5231B,29/01/2023 00:00:00,10:44:00,42,349,100,15,11,,,,,,,,,,,,,,,67,475
M25/5231B,29/01/2023 00:00:00,10:59:00,43,366,82,11,9,,,,,,,,,,,,,,,67,468
M25/5231B,29/01/2023 00:00:00,11:14:00,44,429,78,10,13,,,,,,,,,,,,,,,67,530
M25/5231B,29/01/2023 00:00:00,11:29:00,45,389,79,17,18,,,,,,,,,,,,,,,66,503
M25/5231B,29/01/2023 00:00:00,11:44:00,46,462,117,10,17,,,,,,,,,,,,,,,66,606
M25/5231B,29/01/2023 00:00:00,11:59:00,47,441,107,15,13,,,,,,,,,,,,,,,66,576
M25/5231B,29/01/2023 00:00:00,12:14:00,48,474,101,14,4,,,,,,,,,,,,,,,67,593
M25/5231B,29/01/2023 00:00:00,12:29:00,49,487,103,12,10,,,,,,,,,,,,,,,67,612
M25/5231B,29/01/2023 00:00:00,12:44:00,50,477,124,9,7,,,,,,,,,,,,,,,67,617
M25/5231B,29/01/2023 00:00:00,12:59:00,51,505,122,11,6,,,,,,,,,,,,,,,67,644
M25/5231B,29/01/2023 00:00:00,13:14:00,52,478,100,14,6,,,,,,,,,,,,,,,67,598
M25/5231B,29/01/2023 00:00:00,13:29:00,53,495,108,9,13,,,,,,,,,,,,,,,67,625
M25/5231B,29/01/2023 00:00:00,13:44:00,54,497,122,15,14,,,,,,,,,,,,,,,66,648
M25/5231B,29/01/2023 00:00:00,13:59:00,55,461,129,13,10,,,,,,,,,,,,,,,66,613
M25/5231B,29/01/2023 00:00:00,14:14:00,56,467,117,15,12,,,,,,,,,,,,,,,67,611
M25/5231B,29/01/2023 00:00:00,14:29:00,57,463,103,12,16,,,,,,,,,,,,,,,66,594
M25/5231B,29/01/2023 00:00:00,14:44:00,58,427,130,6,16,,,,,,,,,,,,,,,67,579
M25/5231B,29/01/2023 00:00:00,14:59:00,59,446,119,6,7,,,,,,,,,,,,,,,67,578
M25/5231B,29/01/2023 00:00:00,15:14:00,60,445,127,12,14,,,,,,,,,,,,,,,67,598
M25/5231B,29/01/2023 00:00:00,15:29:00,61,478,133,11,12,,,,,,,,,,,,,,,67,634
M25/5231B,29/01/2023 00:00:00,15:44:00,62,529,130,7,13,,,,,,,,,,,,,,,67,679
M25/5231B,29/01/2023 00:00:00,15:59:00,63,566,153,10,12,,,,,,,,,,,,,,,65,741
M25/5231B,29/01/2023 00:00:00,16:14:00,64,542,136,21,9,,,,,,,,,,,,,,,64,708
M25/5231B,29/01/2023 00:00:00,16:29:00,65,603,124,8,19,,,,,,,,,,,,,,,65,754
M25/5231B,29/01/2023 00:00:00,16:44:00,66,660,145,13,8,,,,,,,,,,,,,,,65,826
M25/5231B,29/01/2023 00:00:00,16:59:00,67,567,139,14,15,,,,,,,,,,,,,,,53,735
M25/5231B,29/01/2023 00:00:00,17:14:00,68,614,127,24,19,,,,,,,,,,,,,,,18,784
M25/5231B,29/01/2023 00:00:00,17:29:00,69,477,114,18,26,,,,,,,,,,,,,,,25,635
M25/5231B,29/01/2023 00:00:00,17:44:00,70,428,90,12,11,,,,,,,,,,,,,,,49,541
M25/5231B,29/01/2023 00:00:00,17:59:00,71,424,100,9,10,,,,,,,,,,,,,,,54,543
M25/5231B,29/01/2023 00:00:00,18:14:00,72,364,105,4,9,,,,,,,,,,,,,,,64,482
M25/5231B,29/01/2023 00:00:00,18:29:00,73,361,71,10,17,,,,,,,,,,,,,,,65,459
M25/5231B,29/01/2023 00:00:00,18:44:00,74,412,86,9,9,,,,,,,,,,,,,,,65,516
M25/5231B,29/01/2023 00:00:00,18:59:00,75,353,94,8,9,,,,,,,,,,,,,,,65,464
M25/5231B,29/01/2023 00:00:00,19:14:00,76,337,92,8,7,,,,,,,,,,,,,,,66,444
M25/5231B,29/01/2023 00:00:00,19:29:00,77,315,70,8,5,,,,,,,,,,,,,,,65,398
M25/5231B,29/01/2023 00:00:00,19:44:00,78,420,94,8,16,,,,,,,,,,,,,,,65,538
M25/5231B,29/01/2023 00:00:00,19:59:00,79,341,65,3,11,,,,,,,,,,,,,,,66,420
M25/5231B,29/01/2023 00:00:00,20:14:00,80,300,66,3,5,,,,,,,,,,,,,,,67,374
M25/5231B,29/01/2023 00:00:00,20:29:00,81,256,59,5,10,,,,,,,,,,,,,,,66,330
M25/5231B,29/01/2023 00:00:00,20:44:00,82,250,55,6,14,,,,,,,,,,,,,,,65,325
M25/5231B,29/01/2023 00:00:00,20:59:00,83,202,42,4,10,,,,,,,,,,,,,,,66,258
M25/5231B,29/01/2023 00:00:00,21:14:00,84,204,39,9,5,,,,,,,,,,,,,,,65,257
M25/5231B,29/01/2023 00:00:00,21:29:00,85,207,37,7,9,,,,,,,,,,,,,,,66,260
M25/5231B,29/01/2023 00:00:00,21:44:00,86,157,32,5,11,,,,,,,,,,,,,,,66,205
M25/5231B,29/01/2023 00:00:00,21:59:00,87,141,25,4,9,,,,,,,,,,,,,,,66,179
M25/5231B,29/01/2023 00:00:00,22:14:00,88,116,22,6,15,,,,,,,,,,,,,,,65,159
M25/5231B,29/01/2023 00:00:00,22:29:00,89,109,21,6,12,,,,,,,,,,,,,,,65,148
M25/5231B,29/01/2023 00:00:00,22:44:00,90,108,20,4,4,,,,,,,,,,,,,,,66,136
M25/5231B,29/01/2023 00:00:00,22:59:00,91,76,20,4,11,,,,,,,,,,,,,,,66,111
M25/5231B,29/01/2023 00:00:00,23:14:00,92,72,13,5,11,,,,,,,,,,,,,,,64,101
M25/5231B,29/01/2023 00:00:00,23:29:00,93,55,23,2,4,,,,,,,,,,,,,,,66,84
M25/5231B,29/01/2023 00:00:00,23:44:00,94,59,16,4,9,,,,,,,,,,,,,,,65,88
M25/5231B,29/01/2023 00:00:00,23:59:00,95,44,9,4,11,,,,,,,,,,,,,,,64,68
M25/5231B,30/01/2023 00:00:00,00:14:00,0,40,13,5,11,,,,,,,,,,,,,,,64,69
M25/5231B,30/01/2023 00:00:00,00:29:00,1,42,6,1,8,,,,,,,,,,,,,,,66,57
M25/5231B,30/01/2023 00:00:00,00:44:00,2,44,4,4,8,,,,,,,,,,,,,,,64,60
M25/5231B,30/01/2023 00:00:00,00:59:00,3,42,11,3,8,,,,,,,,,,,,,,,66,64
M25/5231B,30/01/2023 00:00:00,01:14:00,4,44,8,2,9,,,,,,,,,,,,,,,65,63
M25/5231B,30/01/2023 00:00:00,01:29:00,5,27,5,3,10,,,,,,,,,,,,,,,62,45
M25/5231B,30/01/2023 00:00:00,01:44:00,6,18,4,3,4,,,,,,,,,,,,,,,66,29
M25/5231B,30/01/2023 00:00:00,01:59:00,7,8,0,5,8,,,,,,,,,,,,,,,61,21
M25/5231B,30/01/2023 00:00:00,02:14:00,8,6,2,4,15,,,,,,,,,,,,,,,57,27
M25/5231B,30/01/2023 00:00:00,02:29:00,9,11,5,4,16,,,,,,,,,,,,,,,59,36
M25/5231B,30/01/2023 00:00:00,02:44:00,10,13,2,1,2,,,,,,,,,,,,,,,63,18
M25/5231B,30/01/2023 00:00:00,02:59:00,11,11,4,3,12,,,,,,,,,,,,,,,61,30
M25/5231B,30/01/2023 00:00:00,03:14:00,12,12,6,2,4,,,,,,,,,,,,,,,64,24
M25/5231B,30/01/2023 00:00:00,03:29:00,13,15,2,4,8,,,,,,,,,,,,,,,63,29
M25/5231B,30/01/2023 00:00:00,03:44:00,14,21,5,3,9,,,,,,,,,,,,,,,62,38
M25/5231B,30/01/2023 00:00:00,03:59:00,15,20,11,6,9,,,,,,,,,,,,,,,64,46
M25/5231B,30/01/2023 00:00:00,04:14:00,16,27,13,9,15,,,,,,,,,,,,,,,62,64
M25/5231B,30/01/2023 00:00:00,04:29:00,17,36,22,8,14,,,,,,,,,,,,,,,62,80
M25/5231B,30/01/2023 00:00:00,04:44:00,18,62,31,13,20,,,,,,,,,,,,,,,63,126
M25/5231B,30/01/2023 00:00:00,04:59:00,19,74,32,15,25,,,,,,,,,,,,,,,64,146
M25/5231B,30/01/2023 00:00:00,05:14:00,20,107,42,15,36,,,,,,,,,,,,,,,63,200
M25/5231B,30/01/2023 00:00:00,05:29:00,21,129,74,38,49,,,,,,,,,,,,,,,64,290
M25/5231B,30/01/2023 00:00:00,05:44:00,22,201,87,48,41,,,,,,,,,,,,,,,65,377
M25/5231B,30/01/2023 00:00:00,05:59:00,23,283,141,41,42,,,,,,,,,,,,,,,65,507
M25/5231B,30/01/2023 00:00:00,06:14:00,24,406,233,68,73,,,,,,,,,,,,,,,63,780
M25/5231B,30/01/2023 00:00:00,06:29:00,25,403,266,99,50,,,,,,,,,,,,,,,57,818
M25/5231B,30/01/2023 00:00:00,06:44:00,26,359,216,87,54,,,,,,,,,,,,,,,43,716
M25/5231B,30/01/2023 00:00:00,06:59:00,27,370,216,90,45,,,,,,,,,,,,,,,54,721
M25/5231B,30/01/2023 00:00:00,07:14:00,28,366,200,104,47,,,,,,,,,,,,,,,50,717
M25/5231B,30/01/2023 00:00:00,07:29:00,29,360,179,102,44,,,,,,,,,,,,,,,36,685
M25/5231B,30/01/2023 00:00:00,07:44:00,30,366,184,71,54,,,,,,,,,,,,,,,56,675
M25/5231B,30/01/2023 00:00:00,07:59:00,31,400,236,78,48,,,,,,,,,,,,,,,61,762
M25/5231B,30/01/2023 00:00:00,08:14:00,32,371,220,100,39,,,,,,,,,,,,,,,63,730
M25/5231B,30/01/2023 00:00:00,08:29:00,33,401,174,94,54,,,,,,,,,,,,,,,64,723
M25/5231B,30/01/2023 00:00:00,08:44:00,34,369,178,87,48,,,,,,,,,,,,,,,64,682
M25/5231B,30/01/2023 00:00:00,08:59:00,35,274,126,71,31,,,,,,,,,,,,,,,64,502
M25/5231B,30/01/2023 00:00:00,09:14:00,36,268,150,80,58,,,,,,,,,,,,,,,63,556
M25/5231B,30/01/2023 00:00:00,09:29:00,37,328,177,88,36,,,,,,,,,,,,,,,64,629
M25/5231B,30/01/2023 00:00:00,09:44:00,38,371,135,79,64,,,,,,,,,,,,,,,62,649
M25/5231B,30/01/2023 00:00:00,09:59:00,39,278,118,54,39,,,,,,,,,,,,,,,64,489
M25/5231B,30/01/2023 00:00:00,10:14:00,40,268,117,70,43,,,,,,,,,,,,,,,64,498
M25/5231B,30/01/2023 00:00:00,10:29:00,41,271,119,74,42,,,,,,,,,,,,,,,62,506
M25/5231B,30/01/2023 00:00:00,10:44:00,42,290,132,77,55,,,,,,,,,,,,,,,64,554
M25/5231B,30/01/2023 00:00:00,10:59:00,43,299,105,61,52,,,,,,,,,,,,,,,63,517
M25/5231B,30/01/2023 00:00:00,11:14:00,44,282,133,64,51,,,,,,,,,,,,,,,61,530
M25/5231B,30/01/2023 00:00:00,11:29:00,45,295,128,72,50,,,,,,,,,,,,,,,63,545
M25/5231B,30/01/2023 00:00:00,11:44:00,46,313,126,64,54,,,,,,,,,,,,,,,64,557
M25/5231B,30/01/2023 00:00:00,11:59:00,47,293,117,56,50,,,,,,,,,,,,,,,63,516
M25/5231B,30/01/2023 00:00:00,12:14:00,48,272,115,59,44,,,,,,,,,,,,,,,64,490
M25/5231B,30/01/2023 00:00:00,12:29:00,49,296,106,66,57,,,,,,,,,,,,,,,64,525
M25/5231B,30/01/2023 00:00:00,12:44:00,50,292,123,64,50,,,,,,,,,,,,,,,64,529
M25/5231B,30/01/2023 00:00:00,12:59:00,51,290,115,62,59,,,,,,,,,,,,,,,64,526
M25/5231B,30/01/2023 00:00:00,13:14:00,52,262,111,59,51,,,,,,,,,,,,,,,64,483
M25/5231B,30/01/2023 00:00:00,13:29:00,53,298,94,66,54,,,,,,,,,,,,,,,63,512
M25/5231B,30/01/2023 00:00:00,13:44:00,54,247,115,58,47,,,,,,,,,,,,,,,64,467
M25/5231B,30/01/2023 00:00:00,13:59:00,55,304,111,53,55,,,,,,,,,,,,,,,63,523
M25/5231B,30/01/2023 00:00:00,14:14:00,56,327,112,63,43,,,,,,,,,,,,,,,65,545
M25/5231B,30/01/2023 00:00:00,14:29:00,57,268,123,69,49,,,,,,,,,,,,,,,65,509
M25/5231B,30/01/2023 00:00:00,14:44:00,58,296,126,61,53,,,,,,,,,,,,,,,64,536
M25/5231B,30/01/2023 00:00:00,14:59:00,59,296,118,84,41,,,,,,,,,,,,,,,65,539
M25/5231B,30/01/2023 00:00:00,15:14:00,60,313,130,65,46,,,,,,,,,,,,,,,64,554
M25/5231B,30/01/2023 00:00:00,15:29:00,61,366,173,67,30,,,,,,,,,,,,,,,65,636
M25/5231B,30/01/2023 00:00:00,15:44:00,62,371,160,52,38,,,,,,,,,,,,,,,65,621
M25/5231B,30/01/2023 00:00:00,15:59:00,63,370,187,50,34,,,,,,,,,,,,,,,65,641
M25/5231B,30/01/2023 00:00:00,16:14:00,64,412,161,50,44,,,,,,,,,,,,,,,64,667
M25/5231B,30/01/2023 00:00:00,16:29:00,65,420,173,51,35,,,,,,,,,,,,,,,65,679
M25/5231B,30/01/2023 00:00:00,16:44:00,66,471,170,49,33,,,,,,,,,,,,,,,65,723
M25/5231B,30/01/2023 00:00:00,16:59:00,67,460,164,36,39,,,,,,,,,,,,,,,63,699
M25/5231B,30/01/2023 00:00:00,17:14:00,68,427,156,37,25,,,,,,,,,,,,,,,65,645
M25/5231B,30/01/2023 00:00:00,17:29:00,69,477,153,43,32,,,,,,,,,,,,,,,64,705
M25/5231B,30/01/2023 00:00:00,17:44:00,70,514,169,33,23,,,,,,,,,,,,,,,63,739
M25/5231B,30/01/2023 00:00:00,17:59:00,71,503,162,40,23,,,,,,,,,,,,,,,64,728
M25/5231B,30/01/2023 00:00:00,18:14:00,72,427,134,33,19,,,,,,,,,,,,,,,65,613
M25/5231B,30/01/2023 00:00:00,18:29:00,73,395,112,24,19,,,,,,,,,,,,,,,65,550
M25/5231B,30/01/2023 00:00:00,18:44:00,74,361,90,21,26,,,,,,,,,,,,,,,65,498
M25/5231B,30/01/2023 00:00:00,18:59:00,75,278,97,19,17,,,,,,,,,,,,,,,66,411
M25/5231B,30/01/2023 00:00:00,19:14:00,76,233,71,21,15,,,,,,,,,,,,,,,66,340
M25/5231B,30/01/2023 00:00:00,19:29:00,77,217,56,11,15,,,,,,,,,,,,,,,66,299
M25/5231B,30/01/2023 00:00:00,19:44:00,78,188,54,25,26,,,,,,,,,,,,,,,65,293
M25/5231B,30/01/2023 00:00:00,19:59:00,79,198,47,15,35,,,,,,,,,,,,,,,64,295
M25/5231B,30/01/2023 00:00:00,20:14:00,80,177,47,8,21,,,,,,,,,,,,,,,65,253
M25/5231B,30/01/2023 00:00:00,20:29:00,81,165,45,18,13,,,,,,,,,,,,,,,66,241
M25/5231B,30/01/2023 00:00:00,20:44:00,82,140,41,13,15,,,,,,,,,,,,,,,65,209
M25/5231B,30/01/2023 00:00:00,20:59:00,83,133,34,14,21,,,,,,,,,,,,,,,65,202
M25/5231B,30/01/2023 00:00:00,21:14:00,84,117,48,11,14,,,,,,,,,,,,,,,65,190
M25/5231B,30/01/2023 00:00:00,21:29:00,85,74,30,11,16,,,,,,,,,,,,,,,65,131
M25/5231B,30/01/2023 00:00:00,21:44:00,86,98,24,14,9,,,,,,,,,,,,,,,65,145
M25/5231B,30/01/2023 00:00:00,21:59:00,87,84,18,13,10,,,,,,,,,,,,,,,64,125
M25/5231B,30/01/2023 00:00:00,22:14:00,88,67,17,13,10,,,,,,,,,,,,,,,65,107
M25/5231B,30/01/2023 00:00:00,22:29:00,89,83,18,9,12,,,,,,,,,,,,,,,64,122
M25/5231B,30/01/2023 00:00:00,22:44:00,90,58,17,5,14,,,,,,,,,,,,,,,66,94
M25/5231B,30/01/2023 00:00:00,22:59:00,91,38,16,7,12,,,,,,,,,,,,,,,63,73
M25/5231B,30/01/2023 00:00:00,23:14:00,92,41,11,8,8,,,,,,,,,,,,,,,64,68
M25/5231B,30/01/2023 00:00:00,23:29:00,93,38,5,6,8,,,,,,,,,,,,,,,63,57
M25/5231B,30/01/2023 00:00:00,23:44:00,94,32,9,3,4,,,,,,,,,,,,,,,62,48
M25/5231B,30/01/2023 00:00:00,23:59:00,95,24,12,4,12,,,,,,,,,,,,,,,61,52
M25/5231B,31/01/2023 00:00:00,00:14:00,0,18,11,7,13,,,,,,,,,,,,,,,63,49
M25/5231B,31/01/2023 00:00:00,00:29:00,1,23,4,9,13,,,,,,,,,,,,,,,61,49
M25/5231B,31/01/2023 00:00:00,00:44:00,2,22,7,7,11,,,,,,,,,,,,,,,62,47
M25/5231B,31/01/2023 00:00:00,00:59:00,3,12,5,0,8,,,,,,,,,,,,,,,62,25
M25/5231B,31/01/2023 00:00:00,01:14:00,4,9,5,3,4,,,,,,,,,,,,,,,60,21
M25/5231B,31/01/2023 00:00:00,01:29:00,5,16,4,1,6,,,,,,,,,,,,,,,62,27
M25/5231B,31/01/2023 00:00:00,01:44:00,6,9,7,6,6,,,,,,,,,,,,,,,60,28
M25/5231B,31/01/2023 00:00:00,01:59:00,7,10,2,6,9,,,,,,,,,,,,,,,59,27
M25/5231B,31/01/2023 00:00:00,02:14:00,8,5,1,4,2,,,,,,,,,,,,,,,60,12
M25/5231B,31/01/2023 00:00:00,02:29:00,9,8,4,1,10,,,,,,,,,,,,,,,60,23
M25/5231B,31/01/2023 00:00:00,02:44:00,10,5,4,3,5,,,,,,,,,,,,,,,59,17
M25/5231B,31/01/2023 00:00:00,02:59:00,11,3,2,5,4,,,,,,,,,,,,,,,61,14
M25/5231B,31/01/2023 00:00:00,03:14:00,12,9,4,5,2,,,,,,,,,,,,,,,61,20
M25/5231B,31/01/2023 00:00:00,03:29:00,13,10,3,2,1,,,,,,,,,,,,,,,62,16
M25/5231B,31/01/2023 00:00:00,03:44:00,14,4,6,2,6,,,,,,,,,,,,,,,62,18
M25/5231B,31/01/2023 00:00:00,03:59:00,15,7,4,4,4,,,,,,,,,,,,,,,62,19
M25/5231B,31/01/2023 00:00:00,04:14:00,16,11,8,7,5,,,,,,,,,,,,,,,62,31
M25/5231B,31/01/2023 00:00:00,04:29:00,17,11,8,8,4,,,,,,,,,,,,,,,62,31
M25/5231B,31/01/2023 00:00:00,04:44:00,18,26,6,13,9,,,,,,,,,,,,,,,63,54
M25/5231B,31/01/2023 00:00:00,04:59:00,19,43,27,13,16,,,,,,,,,,,,,,,64,99
M25/5231B,31/01/2023 00:00:00,05:14:00,20,65,24,20,27,,,,,,,,,,,,,,,62,136
M25/5231B,31/01/2023 00:00:00,05:29:00,21,97,35,28,42,,,,,,,,,,,,,,,64,202
M25/5231B,31/01/2023 00:00:00,05:44:00,22,146,74,29,37,,,,,,,,,,,,,,,65,286
M25/5231B,31/01/2023 00:00:00,05:59:00,23,261,139,63,44,,,,,,,,,,,,,,,65,507
M25/5231B,31/01/2023 00:00:00,06:14:00,24,366,231,77,65,,,,,,,,,,,,,,,63,739
M25/5231B,31/01/2023 00:00:00,06:29:00,25,375,210,84,73,,,,,,,,,,,,,,,24,742
M25/5231B,31/01/2023 00:00:00,06:44:00,26,343,197,90,61,,,,,,,,,,,,,,,20,691
M25/5231B,31/01/2023 00:00:00,06:59:00,27,359,182,91,61,,,,,,,,,,,,,,,14,693
M25/5231B,31/01/2023 00:00:00,07:14:00,28,257,130,79,42,,,,,,,,,,,,,,,8,508
M25/5231B,31/01/2023 00:00:00,07:29:00,29,200,81,43,36,,,,,,,,,,,,,,,8,360
M25/5231B,31/01/2023 00:00:00,07:44:00,30,464,221,108,83,,,,,,,,,,,,,,,19,876
M25/5231B,31/01/2023 00:00:00,07:59:00,31,480,201,110,86,,,,,,,,,,,,,,,27,877
M25/5231B,31/01/2023 00:00:00,08:14:00,32,396,184,89,47,,,,,,,,,,,,,,,27,716
M25/5231B,31/01/2023 00:00:00,08:29:00,33,369,160,73,60,,,,,,,,,,,,,,,45,662
M25/5231B,31/01/2023 00:00:00,08:44:00,34,429,122,67,58,,,,,,,,,,,,,,,56,676
M25/5231B,31/01/2023 00:00:00,08:59:00,35,364,173,74,66,,,,,,,,,,,,,,,64,677
M25/5231B,31/01/2023 00:00:00,09:14:00,36,334,150,80,68,,,,,,,,,,,,,,,64,632
M25/5231B,31/01/2023 00:00:00,09:29:00,37,361,166,95,85,,,,,,,,,,,,,,,63,707
M25/5231B,31/01/2023 00:00:00,09:44:00,38,344,159,72,64,,,,,,,,,,,,,,,64,639
M25/5231B,31/01/2023 00:00:00,09:59:00,39,284,149,71,64,,,,,,,,,,,,,,,64,568
M25/5231B,31/01/2023 00:00:00,10:14:00,40,266,134,68,65,,,,,,,,,,,,,,,64,533
M25/5231B,31/01/2023 00:00:00,10:29:00,41,288,120,61,56,,,,,,,,,,,,,,,64,525
M25/5231B,31/01/2023 00:00:00,10:44:00,42,272,118,74,71,,,,,,,,,,,,,,,63,535
M25/5231B,31/01/2023 00:00:00,10:59:00,43,282,107,90,59,,,,,,,,,,,,,,,64,538
M25/5231B,31/01/2023 00:00:00,11:14:00,44,276,115,79,67,,,,,,,,,,,,,,,63,537
M25/5231B,31/01/2023 00:00:00,11:29:00,45,250,128,86,68,,,,,,,,,,,,,,,63,532
M25/5231B,31/01/2023 00:00:00,11:44:00,46,285,108,64,56,,,,,,,,,,,,,,,63,513
M25/5231B,31/01/2023 00:00:00,11:59:00,47,274,128,72,67,,,,,,,,,,,,,,,64,541
M25/5231B,31/01/2023 00:00:00,12:14:00,48,282,116,68,71,,,,,,,,,,,,,,,63,537
M25/5231B,31/01/2023 00:00:00,12:29:00,49,275,110,82,57,,,,,,,,,,,,,,,64,524
M25/5231B,31/01/2023 00:00:00,12:44:00,50,293,128,81,43,,,,,,,,,,,,,,,64,545
M25/5231B,31/01/2023 00:00:00,12:59:00,51,251,130,68,53,,,,,,,,,,,,,,,64,502
M25/5231B,31/01/2023 00:00:00,13:14:00,52,247,128,63,46,,,,,,,,,,,,,,,64,484
M25/5231B,31/01/2023 00:00:00,13:29:00,53,272,136,66,43,,,,,,,,,,,,,,,64,517
M25/5231B,31/01/2023 00:00:00,13:44:00,54,312,121,73,60,,,,,,,,,,,,,,,64,566
M25/5231B,31/01/2023 00:00:00,13:59:00,55,288,135,61,52,,,,,,,,,,,,,,,64,536
M25/5231B,31/01/2023 00:00:00,14:14:00,56,274,135,68,43,,,,,,,,,,,,,,,65,520
M25/5231B,31/01/2023 00:00:00,14:29:00,57,355,153,74,65,,,,,,,,,,,,,,,63,647
M25/5231B,31/01/2023 00:00:00,14:44:00,58,324,182,82,59,,,,,,,,,,,,,,,64,647
M25/5231B,31/01/2023 00:00:00,14:59:00,59,360,179,69,49,,,,,,,,,,,,,,,64,657
M25/5231B,31/01/2023 00:00:00,15:14:00,60,355,152,62,45,,,,,,,,,,,,,,,65,614
M25/5231B,31/01/2023 00:00:00,15:29:00,61,419,158,70,49,,,,,,,,,,,,,,,64,696
M25/5231B,31/01/2023 00:00:00,15:44:00,62,414,199,65,37,,,,,,,,,,,,,,,65,715
