Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M25/5231B,03/01/2023 00:00:00,15:59:00,63,356,137,30,32,,,,,,,,,,,,,,,64,555
M25/5231B,03/01/2023 00:00:00,16:14:00,64,377,124,36,36,,,,,,,,,,,,,,,64,573
M25/5231B,03/01/2023 00:00:00,16:29:00,65,382,153,28,28,,,,,,,,,,,,,,,60,591
M25/5231B,03/01/2023 00:00:00,16:44:00,66,387,146,24,25,,,,,,,,,,,,,,,63,582
M25/5231B,03/01/2023 00:00:00,16:59:00,67,394,134,21,27,,,,,,,,,,,,,,,63,576
M25/5231B,03/01/2023 00:00:00,17:14:00,68,415,118,26,28,,,,,,,,,,,,,,,63,587
M25/5231B,03/01/2023 00:00:00,17:29:00,69,427,123,28,25,,,,,,,,,,,,,,,63,603
M25/5231B,03/01/2023 00:00:00,17:44:00,70,383,129,15,18,,,,,,,,,,,,,,,63,545
M25/5231B,03/01/2023 00:00:00,17:59:00,71,447,144,21,24,,,,,,,,,,,,,,,64,636
M25/5231B,03/01/2023 00:00:00,18:14:00,72,390,111,19,23,,,,,,,,,,,,,,,65,543
M25/5231B,03/01/2023 00:00:00,18:29:00,73,361,71,18,21,,,,,,,,,,,,,,,64,471
M25/5231B,03/01/2023 00:00:00,18:44:00,74,293,102,12,28,,,,,,,,,,,,,,,64,435
M25/5231B,03/01/2023 00:00:00,18:59:00,75,237,80,15,17,,,,,,,,,,,,,,,65,349
M25/5231B,03/01/2023 00:00:00,19:14:00,76,235,71,10,18,,,,,,,,,,,,,,,64,334
M25/5231B,03/01/2023 00:00:00,19:29:00,77,208,54,11,23,,,,,,,,,,,,,,,65,296
M25/5231B,03/01/2023 00:00:00,19:44:00,78,203,58,11,24,,,,,,,,,,,,,,,64,296
M25/5231B,03/01/2023 00:00:00,19:59:00,79,156,53,5,16,,,,,,,,,,,,,,,64,230
M25/5231B,03/01/2023 00:00:00,20:14:00,80,133,39,14,18,,,,,,,,,,,,,,,63,204
M25/5231B,03/01/2023 00:00:00,20:29:00,81,135,35,9,16,,,,,,,,,,,,,,,64,195
M25/5231B,03/01/2023 00:00:00,20:44:00,82,129,43,5,10,,,,,,,,,,,,,,,65,187
M25/5231B,03/01/2023 00:00:00,20:59:00,83,98,25,3,7,,,,,,,,,,,,,,,65,133
M25/5231B,03/01/2023 00:00:00,21:14:00,84,97,34,11,9,,,,,,,,,,,,,,,64,151
M25/5231B,03/01/2023 00:00:00,21:29:00,85,108,27,5,11,,,,,,,,,,,,,,,65,151
M25/5231B,03/01/2023 00:00:00,21:44:00,86,95,30,7,11,,,,,,,,,,,,,,,65,143
M25/5231B,03/01/2023 00:00:00,21:59:00,87,93,29,9,10,,,,,,,,,,,,,,,65,141
M25/5231B,03/01/2023 00:00:00,22:14:00,88,99,27,7,14,,,,,,,,,,,,,,,63,147
M25/5231B,03/01/2023 00:00:00,22:29:00,89,84,19,3,10,,,,,,,,,,,,,,,64,116
M25/5231B,03/01/2023 00:00:00,22:44:00,90,78,24,5,4,,,,,,,,,,,,,,,65,111
M25/5231B,03/01/2023 00:00:00,22:59:00,91,110,21,8,20,,,,,,,,,,,,,,,65,159
M25/5231B,03/01/2023 00:00:00,23:14:00,92,79,16,9,13,,,,,,,,,,,,,,,65,117
M25/5231B,03/01/2023 00:00:00,23:29:00,93,98,20,5,13,,,,,,,,,,,,,,,65,136
M25/5231B,03/01/2023 00:00:00,23:44:00,94,65,12,4,12,,,,,,,,,,,,,,,64,93
M25/5231B,03/01/2023 00:00:00,23:59:00,95,58,12,7,7,,,,,,,,,,,,,,,64,84
M25/5231B,04/01/2023 00:00:00,00:14:00,0,33,16,4,8,,,,,,,,,,,,,,,64,61
M25/5231B,04/01/2023 00:00:00,00:29:00,1,23,13,5,11,,,,,,,,,,,,,,,63,52
M25/5231B,04/01/2023 00:00:00,00:44:00,2,30,8,6,12,,,,,,,,,,,,,,,62,56
M25/5231B,04/01/2023 00:00:00,00:59:00,3,30,7,2,12,,,,,,,,,,,,,,,62,51
M25/5231B,04/01/2023 00:00:00,01:14:00,4,25,7,4,9,,,,,,,,,,,,,,,63,45
M25/5231B,04/01/2023 00:00:00,01:29:00,5,37,7,1,7,,,,,,,,,,,,,,,62,52
M25/5231B,04/01/2023 00:00:00,01:44:00,6,30,8,10,13,,,,,,,,,,,,,,,63,61
M25/5231B,04/01/2023 00:00:00,01:59:00,7,18,7,2,13,,,,,,,,,,,,,,,61,40
M25/5231B,04/01/2023 00:00:00,02:14:00,8,15,6,2,12,,,,,,,,,,,,,,,60,35
M25/5231B,04/01/2023 00:00:00,02:29:00,9,12,5,7,9,,,,,,,,,,,,,,,61,33
M25/5231B,04/01/2023 00:00:00,02:44:00,10,17,5,4,13,,,,,,,,,,,,,,,61,39
M25/5231B,04/01/2023 00:00:00,02:59:00,11,13,12,1,9,,,,,,,,,,,,,,,64,35
M25/5231B,04/01/2023 00:00:00,03:14:00,12,12,8,1,13,,,,,,,,,,,,,,,61,34
M25/5231B,04/01/2023 00:00:00,03:29:00,13,8,4,4,11,,,,,,,,,,,,,,,61,27
M25/5231B,04/01/2023 00:00:00,03:44:00,14,14,3,3,14,,,,,,,,,,,,,,,59,34
M25/5231B,04/01/2023 00:00:00,03:59:00,15,13,8,6,7,,,,,,,,,,,,,,,63,34
M25/5231B,04/01/2023 00:00:00,04:14:00,16,19,6,7,20,,,,,,,,,,,,,,,60,52
M25/5231B,04/01/2023 00:00:00,04:29:00,17,43,4,5,23,,,,,,,,,,,,,,,60,75
M25/5231B,04/01/2023 00:00:00,04:44:00,18,46,21,6,24,,,,,,,,,,,,,,,63,97
M25/5231B,04/01/2023 00:00:00,04:59:00,19,55,25,13,28,,,,,,,,,,,,,,,63,121
M25/5231B,04/01/2023 00:00:00,05:14:00,20,54,36,21,54,,,,,,,,,,,,,,,61,165
M25/5231B,04/01/2023 00:00:00,05:29:00,21,102,40,28,41,,,,,,,,,,,,,,,63,211
M25/5231B,04/01/2023 00:00:00,05:44:00,22,136,65,28,34,,,,,,,,,,,,,,,64,263
M25/5231B,04/01/2023 00:00:00,05:59:00,23,188,106,44,34,,,,,,,,,,,,,,,65,372
M25/5231B,04/01/2023 00:00:00,06:14:00,24,255,129,51,51,,,,,,,,,,,,,,,64,486
M25/5231B,04/01/2023 00:00:00,06:29:00,25,294,132,73,38,,,,,,,,,,,,,,,63,537
M25/5231B,04/01/2023 00:00:00,06:44:00,26,258,135,55,35,,,,,,,,,,,,,,,64,483
M25/5231B,04/01/2023 00:00:00,06:59:00,27,228,147,47,39,,,,,,,,,,,,,,,63,461
M25/5231B,04/01/2023 00:00:00,07:14:00,28,282,168,62,43,,,,,,,,,,,,,,,63,555
M25/5231B,04/01/2023 00:00:00,07:29:00,29,264,168,44,27,,,,,,,,,,,,,,,63,503
M25/5231B,04/01/2023 00:00:00,07:44:00,30,233,114,47,19,,,,,,,,,,,,,,,63,413
M25/5231B,04/01/2023 00:00:00,07:59:00,31,256,131,58,29,,,,,,,,,,,,,,,64,474
M25/5231B,04/01/2023 00:00:00,08:14:00,32,261,124,52,29,,,,,,,,,,,,,,,64,466
M25/5231B,04/01/2023 00:00:00,08:29:00,33,273,129,44,26,,,,,,,,,,,,,,,65,472
M25/5231B,04/01/2023 00:00:00,08:44:00,34,294,126,68,33,,,,,,,,,,,,,,,65,521
M25/5231B,04/01/2023 00:00:00,08:59:00,35,314,148,58,42,,,,,,,,,,,,,,,65,562
M25/5231B,04/01/2023 00:00:00,09:14:00,36,243,119,72,33,,,,,,,,,,,,,,,65,467
M25/5231B,04/01/2023 00:00:00,09:29:00,37,233,102,44,29,,,,,,,,,,,,,,,64,408
M25/5231B,04/01/2023 00:00:00,09:44:00,38,291,147,61,37,,,,,,,,,,,,,,,65,536
M25/5231B,04/01/2023 00:00:00,09:59:00,39,308,173,113,95,,,,,,,,,,,,,,,61,689
M25/5231B,04/01/2023 00:00:00,10:14:00,40,345,154,87,81,,,,,,,,,,,,,,,62,667
M25/5231B,04/01/2023 00:00:00,10:29:00,41,326,139,76,82,,,,,,,,,,,,,,,62,623
M25/5231B,04/01/2023 00:00:00,10:44:00,42,244,130,35,46,,,,,,,,,,,,,,,64,455
M25/5231B,04/01/2023 00:00:00,10:59:00,43,277,109,60,56,,,,,,,,,,,,,,,64,502
M25/5231B,04/01/2023 00:00:00,11:14:00,44,280,122,63,54,,,,,,,,,,,,,,,64,519
M25/5231B,04/01/2023 00:00:00,11:29:00,45,277,120,64,42,,,,,,,,,,,,,,,64,503
M25/5231B,04/01/2023 00:00:00,11:44:00,46,273,105,51,56,,,,,,,,,,,,,,,64,485
M25/5231B,04/01/2023 00:00:00,11:59:00,47,271,107,62,42,,,,,,,,,,,,,,,64,482
M25/5231B,04/01/2023 00:00:00,12:14:00,48,274,113,61,51,,,,,,,,,,,,,,,64,499
M25/5231B,04/01/2023 00:00:00,12:29:00,49,266,102,68,44,,,,,,,,,,,,,,,64,480
M25/5231B,04/01/2023 00:00:00,12:44:00,50,267,127,57,42,,,,,,,,,,,,,,,65,493
M25/5231B,04/01/2023 00:00:00,12:59:00,51,286,128,78,35,,,,,,,,,,,,,,,65,527
M25/5231B,04/01/2023 00:00:00,13:14:00,52,297,120,51,40,,,,,,,,,,,,,,,64,508
M25/5231B,04/01/2023 00:00:00,13:29:00,53,314,133,59,48,,,,,,,,,,,,,,,64,554
M25/5231B,04/01/2023 00:00:00,13:44:00,54,294,142,59,37,,,,,,,,,,,,,,,65,532
M25/5231B,04/01/2023 00:00:00,13:59:00,55,286,136,62,40,,,,,,,,,,,,,,,65,524
M25/5231B,04/01/2023 00:00:00,14:14:00,56,303,148,40,41,,,,,,,,,,,,,,,65,532
M25/5231B,04/01/2023 00:00:00,14:29:00,57,274,107,48,28,,,,,,,,,,,,,,,64,457
M25/5231B,04/01/2023 00:00:00,14:44:00,58,343,126,65,40,,,,,,,,,,,,,,,56,574
M25/5231B,04/01/2023 00:00:00,14:59:00,59,366,127,43,48,,,,,,,,,,,,,,,51,584
M25/5231B,04/01/2023 00:00:00,15:14:00,60,290,124,40,33,,,,,,,,,,,,,,,58,487
M25/5231B,04/01/2023 00:00:00,15:29:00,61,363,122,49,28,,,,,,,,,,,,,,,64,562
M25/5231B,04/01/2023 00:00:00,15:44:00,62,330,139,32,37,,,,,,,,,,,,,,,65,538
M25/5231B,04/01/2023 00:00:00,15:59:00,63,355,108,38,26,,,,,,,,,,,,,,,65,527
M25/5231B,04/01/2023 00:00:00,16:14:00,64,409,154,48,31,,,,,,,,,,,,,,,65,642
M25/5231B,04/01/2023 00:00:00,16:29:00,65,421,144,41,33,,,,,,,,,,,,,,,64,639
M25/5231B,04/01/2023 00:00:00,16:44:00,66,389,168,29,19,,,,,,,,,,,,,,,63,605
M25/5231B,04/01/2023 00:00:00,16:59:00,67,457,145,49,21,,,,,,,,,,,,,,,63,672
M25/5231B,04/01/2023 00:00:00,17:14:00,68,461,147,44,25,,,,,,,,,,,,,,,64,677
M25/5231B,04/01/2023 00:00:00,17:29:00,69,504,161,31,28,,,,,,,,,,,,,,,64,724
M25/5231B,04/01/2023 00:00:00,17:44:00,70,496,128,30,32,,,,,,,,,,,,,,,63,686
M25/5231B,04/01/2023 00:00:00,17:59:00,71,469,143,24,18,,,,,,,,,,,,,,,64,654
M25/5231B,04/01/2023 00:00:00,18:14:00,72,424,124,19,20,,,,,,,,,,,,,,,65,587
M25/5231B,04/01/2023 00:00:00,18:29:00,73,439,120,24,17,,,,,,,,,,,,,,,64,600
M25/5231B,04/01/2023 00:00:00,18:44:00,74,325,82,17,19,,,,,,,,,,,,,,,65,443
M25/5231B,04/01/2023 00:00:00,18:59:00,75,269,83,14,23,,,,,,,,,,,,,,,65,389
M25/5231B,04/01/2023 00:00:00,19:14:00,76,251,82,14,15,,,,,,,,,,,,,,,66,362
M25/5231B,04/01/2023 00:00:00,19:29:00,77,241,69,10,9,,,,,,,,,,,,,,,66,329
M25/5231B,04/01/2023 00:00:00,19:44:00,78,183,54,11,21,,,,,,,,,,,,,,,66,269
M25/5231B,04/01/2023 00:00:00,19:59:00,79,197,44,12,19,,,,,,,,,,,,,,,65,272
M25/5231B,04/01/2023 00:00:00,20:14:00,80,163,42,11,15,,,,,,,,,,,,,,,66,231
M25/5231B,04/01/2023 00:00:00,20:29:00,81,152,42,10,14,,,,,,,,,,,,,,,66,218
M25/5231B,04/01/2023 00:00:00,20:44:00,82,122,33,14,19,,,,,,,,,,,,,,,65,188
M25/5231B,04/01/2023 00:00:00,20:59:00,83,138,31,9,17,,,,,,,,,,,,,,,66,195
M25/5231B,04/01/2023 00:00:00,21:14:00,84,95,36,11,18,,,,,,,,,,,,,,,65,160
M25/5231B,04/01/2023 00:00:00,21:29:00,85,99,26,8,18,,,,,,,,,,,,,,,65,151
M25/5231B,04/01/2023 00:00:00,21:44:00,86,94,29,10,16,,,,,,,,,,,,,,,65,149
M25/5231B,04/01/2023 00:00:00,21:59:00,87,90,22,11,23,,,,,,,,,,,,,,,64,146
M25/5231B,04/01/2023 00:00:00,22:14:00,88,83,23,9,15,,,,,,,,,,,,,,,65,130
M25/5231B,04/01/2023 00:00:00,22:29:00,89,68,19,4,13,,,,,,,,,,,,,,,62,104
M25/5231B,04/01/2023 00:00:00,22:44:00,90,84,19,7,7,,,,,,,,,,,,,,,55,117
M25/5231B,04/01/2023 00:00:00,22:59:00,91,61,20,5,11,,,,,,,,,,,,,,,55,97
M25/5231B,04/01/2023 00:00:00,23:14:00,92,32,7,3,2,,,,,,,,,,,,,,,54,44
M25/5231B,04/01/2023 00:00:00,23:29:00,93,19,6,1,9,,,,,,,,,,,,,,,54,35
M25/5231B,04/01/2023 00:00:00,23:44:00,94,25,4,2,9,,,,,,,,,,,,,,,55,40
M25/5231B,04/01/2023 00:00:00,23:59:00,95,15,10,5,9,,,,,,,,,,,,,,,56,39
M25/5231B,05/01/2023 00:00:00,00:14:00,0,19,5,5,14,,,,,,,,,,,,,,,56,43
M25/5231B,05/01/2023 00:00:00,00:29:00,1,15,6,5,12,,,,,,,,,,,,,,,55,38
M25/5231B,05/01/2023 00:00:00,00:44:00,2,12,7,1,13,,,,,,,,,,,,,,,54,33
M25/5231B,05/01/2023 00:00:00,00:59:00,3,15,7,4,10,,,,,,,,,,,,,,,53,36
M25/5231B,05/01/2023 00:00:00,01:14:00,4,15,1,2,13,,,,,,,,,,,,,,,55,31
M25/5231B,05/01/2023 00:00:00,01:29:00,5,16,6,4,6,,,,,,,,,,,,,,,55,32
M25/5231B,05/01/2023 00:00:00,01:44:00,6,15,5,2,13,,,,,,,,,,,,,,,53,35
M25/5231B,05/01/2023 00:00:00,01:59:00,7,12,1,8,7,,,,,,,,,,,,,,,53,28
M25/5231B,05/01/2023 00:00:00,02:14:00,8,13,6,3,5,,,,,,,,,,,,,,,53,27
M25/5231B,05/01/2023 00:00:00,02:29:00,9,15,0,7,9,,,,,,,,,,,,,,,57,31
M25/5231B,05/01/2023 00:00:00,02:44:00,10,4,1,2,8,,,,,,,,,,,,,,,59,15
M25/5231B,05/01/2023 00:00:00,02:59:00,11,7,4,5,4,,,,,,,,,,,,,,,62,20
M25/5231B,05/01/2023 00:00:00,03:14:00,12,9,4,2,19,,,,,,,,,,,,,,,60,34
M25/5231B,05/01/2023 00:00:00,03:29:00,13,11,5,3,12,,,,,,,,,,,,,,,60,31
M25/5231B,05/01/2023 00:00:00,03:44:00,14,9,3,4,11,,,,,,,,,,,,,,,60,27
M25/5231B,05/01/2023 00:00:00,03:59:00,15,16,3,8,14,,,,,,,,,,,,,,,59,41
M25/5231B,05/01/2023 00:00:00,04:14:00,16,18,12,4,18,,,,,,,,,,,,,,,62,52
M25/5231B,05/01/2023 00:00:00,04:29:00,17,20,11,8,22,,,,,,,,,,,,,,,62,61
M25/5231B,05/01/2023 00:00:00,04:44:00,18,35,14,11,17,,,,,,,,,,,,,,,63,77
M25/5231B,05/01/2023 00:00:00,04:59:00,19,50,16,19,22,,,,,,,,,,,,,,,63,107
M25/5231B,05/01/2023 00:00:00,05:14:00,20,64,24,22,32,,,,,,,,,,,,,,,63,142
M25/5231B,05/01/2023 00:00:00,05:29:00,21,95,41,26,46,,,,,,,,,,,,,,,63,208
M25/5231B,05/01/2023 00:00:00,05:44:00,22,98,42,22,28,,,,,,,,,,,,,,,64,190
M25/5231B,05/01/2023 00:00:00,05:59:00,23,212,95,41,38,,,,,,,,,,,,,,,66,386
M25/5231B,05/01/2023 00:00:00,06:14:00,24,321,182,82,69,,,,,,,,,,,,,,,63,654
M25/5231B,05/01/2023 00:00:00,06:29:00,25,356,217,71,53,,,,,,,,,,,,,,,64,697
M25/5231B,05/01/2023 00:00:00,06:44:00,26,340,183,92,59,,,,,,,,,,,,,,,63,674
M25/5231B,05/01/2023 00:00:00,06:59:00,27,312,190,92,53,,,,,,,,,,,,,,,63,647
M25/5231B,05/01/2023 00:00:00,07:14:00,28,309,192,104,39,,,,,,,,,,,,,,,63,644
M25/5231B,05/01/2023 00:00:00,07:29:00,29,331,181,76,47,,,,,,,,,,,,,,,63,635
M25/5231B,05/01/2023 00:00:00,07:44:00,30,385,171,83,56,,,,,,,,,,,,,,,62,695
M25/5231B,05/01/2023 00:00:00,07:59:00,31,363,177,90,40,,,,,,,,,,,,,,,61,670
M25/5231B,05/01/2023 00:00:00,08:14:00,32,393,170,86,52,,,,,,,,,,,,,,,61,701
M25/5231B,05/01/2023 00:00:00,08:29:00,33,356,137,69,45,,,,,,,,,,,,,,,63,607
M25/5231B,05/01/2023 00:00:00,08:44:00,34,395,194,86,51,,,,,,,,,,,,,,,64,726
M25/5231B,05/01/2023 00:00:00,08:59:00,35,377,173,98,41,,,,,,,,,,,,,,,65,689
M25/5231B,05/01/2023 00:00:00,09:14:00,36,327,160,72,48,,,,,,,,,,,,,,,64,607
M25/5231B,05/01/2023 00:00:00,09:29:00,37,318,130,68,63,,,,,,,,,,,,,,,64,579
M25/5231B,05/01/2023 00:00:00,09:44:00,38,309,145,65,52,,,,,,,,,,,,,,,64,571
M25/5231B,05/01/2023 00:00:00,09:59:00,39,312,134,73,48,,,,,,,,,,,,,,,64,567
M25/5231B,05/01/2023 00:00:00,10:14:00,40,291,121,63,45,,,,,,,,,,,,,,,64,520
M25/5231B,05/01/2023 00:00:00,10:29:00,41,282,121,57,49,,,,,,,,,,,,,,,64,509
M25/5231B,05/01/2023 00:00:00,10:44:00,42,274,123,55,65,,,,,,,,,,,,,,,63,517
M25/5231B,05/01/2023 00:00:00,10:59:00,43,281,116,49,32,,,,,,,,,,,,,,,65,478
M25/5231B,05/01/2023 00:00:00,11:14:00,44,280,111,46,47,,,,,,,,,,,,,,,64,484
M25/5231B,05/01/2023 00:00:00,11:29:00,45,268,112,72,43,,,,,,,,,,,,,,,64,495
M25/5231B,05/01/2023 00:00:00,11:44:00,46,294,125,52,50,,,,,,,,,,,,,,,64,521
M25/5231B,05/01/2023 00:00:00,11:59:00,47,285,106,55,50,,,,,,,,,,,,,,,64,496
M25/5231B,05/01/2023 00:00:00,12:14:00,48,274,111,85,47,,,,,,,,,,,,,,,65,517
M25/5231B,05/01/2023 00:00:00,12:29:00,49,271,129,54,62,,,,,,,,,,,,,,,64,516
M25/5231B,05/01/2023 00:00:00,12:44:00,50,263,110,66,48,,,,,,,,,,,,,,,63,487
M25/5231B,05/01/2023 00:00:00,12:59:00,51,283,118,52,45,,,,,,,,,,,,,,,64,498
M25/5231B,05/01/2023 00:00:00,13:14:00,52,302,101,57,60,,,,,,,,,,,,,,,63,520
M25/5231B,05/01/2023 00:00:00,13:29:00,53,257,133,58,45,,,,,,,,,,,,,,,62,493
M25/5231B,05/01/2023 00:00:00,13:44:00,54,273,126,69,50,,,,,,,,,,,,,,,63,518
M25/5231B,05/01/2023 00:00:00,13:59:00,55,288,117,79,47,,,,,,,,,,,,,,,65,531
M25/5231B,05/01/2023 00:00:00,14:14:00,56,317,121,61,37,,,,,,,,,,,,,,,65,536
M25/5231B,05/01/2023 00:00:00,14:29:00,57,325,168,58,39,,,,,,,,,,,,,,,65,590
M25/5231B,05/01/2023 00:00:00,14:44:00,58,348,126,56,32,,,,,,,,,,,,,,,65,562
M25/5231B,05/01/2023 00:00:00,14:59:00,59,301,151,56,38,,,,,,,,,,,,,,,65,546
M25/5231B,05/01/2023 00:00:00,15:14:00,60,279,120,42,38,,,,,,,,,,,,,,,64,479
M25/5231B,05/01/2023 00:00:00,15:29:00,61,314,145,43,26,,,,,,,,,,,,,,,65,528
M25/5231B,05/01/2023 00:00:00,15:44:00,62,419,159,49,36,,,,,,,,,,,,,,,64,663
M25/5231B,05/01/2023 00:00:00,15:59:00,63,381,150,59,49,,,,,,,,,,,,,,,64,639
M25/5231B,05/01/2023 00:00:00,16:14:00,64,399,176,45,42,,,,,,,,,,,,,,,63,662
M25/5231B,05/01/2023 00:00:00,16:29:00,65,570,152,45,38,,,,,,,,,,,,,,,53,805
M25/5231B,05/01/2023 00:00:00,16:44:00,66,529,190,46,33,,,,,,,,,,,,,,,52,798
M25/5231B,05/01/2023 00:00:00,16:59:00,67,520,170,42,41,,,,,,,,,,,,,,,53,773
M25/5231B,05/01/2023 00:00:00,17:14:00,68,565,157,30,27,,,,,,,,,,,,,,,51,779
M25/5231B,05/01/2023 00:00:00,17:29:00,69,544,167,32,27,,,,,,,,,,,,,,,57,770
M25/5231B,05/01/2023 00:00:00,17:44:00,70,535,183,30,27,,,,,,,,,,,,,,,57,775
M25/5231B,05/01/2023 00:00:00,17:59:00,71,547,128,30,14,,,,,,,,,,,,,,,59,719
M25/5231B,05/01/2023 00:00:00,18:14:00,72,463,122,19,22,,,,,,,,,,,,,,,64,626
M25/5231B,05/01/2023 00:00:00,18:29:00,73,395,121,20,29,,,,,,,,,,,,,,,65,565
M25/5231B,05/01/2023 00:00:00,18:44:00,74,345,91,19,20,,,,,,,,,,,,,,,64,475
M25/5231B,05/01/2023 00:00:00,18:59:00,75,334,95,16,27,,,,,,,,,,,,,,,65,472
M25/5231B,05/01/2023 00:00:00,19:14:00,76,263,87,19,22,,,,,,,,,,,,,,,65,391
M25/5231B,05/01/2023 00:00:00,19:29:00,77,233,60,11,22,,,,,,,,,,,,,,,66,326
M25/5231B,05/01/2023 00:00:00,19:44:00,78,221,80,14,27,,,,,,,,,,,,,,,66,342
M25/5231B,05/01/2023 00:00:00,19:59:00,79,166,56,15,22,,,,,,,,,,,,,,,65,259
M25/5231B,05/01/2023 00:00:00,20:14:00,80,172,49,11,30,,,,,,,,,,,,,,,64,262
M25/5231B,05/01/2023 00:00:00,20:29:00,81,168,37,10,12,,,,,,,,,,,,,,,65,227
M25/5231B,05/01/2023 00:00:00,20:44:00,82,146,42,2,19,,,,,,,,,,,,,,,65,209
M25/5231B,05/01/2023 00:00:00,20:59:00,83,118,29,16,15,,,,,,,,,,,,,,,64,178
M25/5231B,05/01/2023 00:00:00,21:14:00,84,90,34,10,17,,,,,,,,,,,,,,,64,151
M25/5231B,05/01/2023 00:00:00,21:29:00,85,115,34,12,18,,,,,,,,,,,,,,,65,179
M25/5231B,05/01/2023 00:00:00,21:44:00,86,109,30,11,16,,,,,,,,,,,,,,,65,166
M25/5231B,05/01/2023 00:00:00,21:59:00,87,74,28,12,10,,,,,,,,,,,,,,,65,124
M25/5231B,05/01/2023 00:00:00,22:14:00,88,86,30,13,22,,,,,,,,,,,,,,,65,151
M25/5231B,05/01/2023 00:00:00,22:29:00,89,69,21,9,20,,,,,,,,,,,,,,,64,119
M25/5231B,05/01/2023 00:00:00,22:44:00,90,64,11,8,13,,,,,,,,,,,,,,,63,96
M25/5231B,05/01/2023 00:00:00,22:59:00,91,51,14,7,12,,,,,,,,,,,,,,,64,84
M25/5231B,05/01/2023 00:00:00,23:14:00,92,45,9,10,13,,,,,,,,,,,,,,,59,77
M25/5231B,05/01/2023 00:00:00,23:29:00,93,47,8,5,15,,,,,,,,,,,,,,,65,75
M25/5231B,05/01/2023 00:00:00,23:44:00,94,29,16,3,9,,,,,,,,,,,,,,,64,57
M25/5231B,05/01/2023 00:00:00,23:59:00,95,50,12,6,14,,,,,,,,,,,,,,,62,82
M25/5231B,06/01/2023 00:00:00,00:14:00,0,35,11,12,13,,,,,,,,,,,,,,,62,71
M25/5231B,06/01/2023 00:00:00,00:29:00,1,26,10,4,17,,,,,,,,,,,,,,,61,57
M25/5231B,06/01/2023 00:00:00,00:44:00,2,29,14,7,12,,,,,,,,,,,,,,,63,62
M25/5231B,06/01/2023 00:00:00,00:59:00,3,30,18,10,17,,,,,,,,,,,,,,,61,75
M25/5231B,06/01/2023 00:00:00,01:14:00,4,35,12,8,9,,,,,,,,,,,,,,,62,64
M25/5231B,06/01/2023 00:00:00,01:29:00,5,28,10,3,13,,,,,,,,,,,,,,,62,54
M25/5231B,06/01/2023 00:00:00,01:44:00,6,29,9,4,9,,,,,,,,,,,,,,,61,51
M25/5231B,06/01/2023 00:00:00,01:59:00,7,19,8,8,17,,,,,,,,,,,,,,,60,52
M25/5231B,06/01/2023 00:00:00,02:14:00,8,11,13,7,13,,,,,,,,,,,,,,,62,44
M25/5231B,06/01/2023 00:00:00,02:29:00,9,18,3,4,17,,,,,,,,,,,,,,,60,42
M25/5231B,06/01/2023 00:00:00,02:44:00,10,18,4,2,13,,,,,,,,,,,,,,,62,37
M25/5231B,06/01/2023 00:00:00,02:59:00,11,10,6,4,16,,,,,,,,,,,,,,,60,36
M25/5231B,06/01/2023 00:00:00,03:14:00,12,18,10,8,15,,,,,,,,,,,,,,,62,51
M25/5231B,06/01/2023 00:00:00,03:29:00,13,18,4,7,14,,,,,,,,,,,,,,,61,43
M25/5231B,06/01/2023 00:00:00,03:44:00,14,21,4,4,12,,,,,,,,,,,,,,,60,41
M25/5231B,06/01/2023 00:00:00,03:59:00,15,15,5,8,17,,,,,,,,,,,,,,,60,45
M25/5231B,06/01/2023 00:00:00,04:14:00,16,16,11,5,18,,,,,,,,,,,,,,,62,50
M25/5231B,06/01/2023 00:00:00,04:29:00,17,28,9,7,13,,,,,,,,,,,,,,,62,57
M25/5231B,06/01/2023 00:00:00,04:44:00,18,46,22,12,18,,,,,,,,,,,,,,,64,98
M25/5231B,06/01/2023 00:00:00,04:59:00,19,56,27,24,14,,,,,,,,,,,,,,,64,121
M25/5231B,06/01/2023 00:00:00,05:14:00,20,68,28,22,41,,,,,,,,,,,,,,,62,159
M25/5231B,06/01/2023 00:00:00,05:29:00,21,75,45,28,51,,,,,,,,,,,,,,,62,199
M25/5231B,06/01/2023 00:00:00,05:44:00,22,129,55,38,33,,,,,,,,,,,,,,,65,255
M25/5231B,06/01/2023 00:00:00,05:59:00,23,195,100,41,57,,,,,,,,,,,,,,,65,393
M25/5231B,06/01/2023 00:00:00,06:14:00,24,261,174,64,59,,,,,,,,,,,,,,,65,558
M25/5231B,06/01/2023 00:00:00,06:29:00,25,291,185,78,46,,,,,,,,,,,,,,,64,600
M25/5231B,06/01/2023 00:00:00,06:44:00,26,296,187,87,46,,,,,,,,,,,,,,,63,616
M25/5231B,06/01/2023 00:00:00,06:59:00,27,297,224,86,60,,,,,,,,,,,,,,,62,667
M25/5231B,06/01/2023 00:00:00,07:14:00,28,286,196,79,35,,,,,,,,,,,,,,,63,596
M25/5231B,06/01/2023 00:00:00,07:29:00,29,311,187,93,46,,,,,,,,,,,,,,,61,637
